Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
10	q	24	del(10)(q24)	 Astrocytoma, grade III-IV/Glioblastoma
10	q	24	del(10)(q24)	 Malignant melanoma
10	q	24	del(10)(q24)	 Myxofibrosarcoma
10	q	24	del(10)(q24)	 Mesothelioma
10	q	24	del(10)(q24q26)	 Acute myeloid leukemia, NOS
10	q	26	del(10)(q24q26)	 Acute myeloid leukemia, NOS
10	q	24	del(10)(q24q26)	 Acute myeloblastic leukemia with maturation (FAB type M2)
10	q	26	del(10)(q24q26)	 Acute myeloblastic leukemia with maturation (FAB type M2)
10	q	24	del(10)(q24q26)	 Chronic myeloid leukemia, aberrant translocation
10	q	26	del(10)(q24q26)	 Chronic myeloid leukemia, aberrant translocation
10	q	24	del(10)(q24q26)	 Myelodysplastic syndrome, NOS
10	q	26	del(10)(q24q26)	 Myelodysplastic syndrome, NOS
10	q	24	del(10)(q24q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	26	del(10)(q24q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	del(10)(q24q26)	 Chronic lymphocytic leukemia
10	q	26	del(10)(q24q26)	 Chronic lymphocytic leukemia
10	q	24	del(10)(q24q26)	 Follicular lymphoma
10	q	26	del(10)(q24q26)	 Follicular lymphoma
10	q	25	del(10)(q25)	 Acute myeloid leukemia, NOS
10	q	25	del(10)(q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	25	del(10)(q25)	 Follicular lymphoma
10	q	25	del(10)(q25)	 Diffuse large B-cell lymphoma
10	q	25	del(10)(q25)	 T-prolymphocytic leukemia
10	q	25	del(10)(q25)	 Adenocarcinoma
10	q	26	del(10)(q26)	 Astrocytoma, grade III-IV/Glioblastoma
11	p	11	del(11)(p11)	 Acute myeloid leukemia, NOS
11	p	11	del(11)(p11)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	p	11	del(11)(p11)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	p	11	del(11)(p11)	 Acute erythroleukemia (FAB type M6)
11	p	11	del(11)(p11)	 Acute megakaryoblastic leukemia (FAB type M7)
11	p	11	del(11)(p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	11	del(11)(p11)	 Multiple myeloma
11	p	11	del(11)(p11)	 Mantle cell lymphoma
11	p	11	del(11)(p11)	 T-prolymphocytic leukemia
11	p	11	del(11)(p11)	 Anaplastic large cell lymphoma, systemic type
11	p	11	del(11)(p11)	 Adenocarcinoma
11	p	11	del(11)(p11)	 Adenocarcinoma
11	p	11	del(11)(p11)	 Adenocarcinoma
11	p	11	del(11)(p11)	 Squamous cell carcinoma
11	p	11	del(11)(p11)	 Squamous cell carcinoma
11	p	11	del(11)(p11)	 Wilms tumor
11	p	11	del(11)(p11)	 Astrocytoma, grade III-IV/Glioblastoma
11	p	11	del(11)(p11)	 Neuroblastoma
11	p	11	del(11)(p11)	 Myxofibrosarcoma
11	p	11	del(11)(p11)	 Synovial sarcoma
11	p	11	del(11)(p11)	 Undifferentiated pleomorphic sarcoma
11	p	11	del(11)(p11)	 Osteosarcoma, NOS
11	p	11	del(11)(p11)	 Giant cell tumor of bone
11	p	12	del(11)(p12)	 Acute myeloid leukemia, NOS
11	p	12	del(11)(p12)	 Acute promyelocytic leukemia (FAB type M3)
11	p	12	del(11)(p12)	 Acute megakaryoblastic leukemia (FAB type M7)
11	p	12	del(11)(p12)	 Chronic myeloid leukemia, t(9;22)
11	p	12	del(11)(p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	12	del(11)(p12)	 Adenocarcinoma
11	p	12	del(11)(p12)	 Adenocarcinoma
11	p	12	del(11)(p12)	 Teratoma (mature and immature)
11	p	12	del(11)(p12)	 Leiomyosarcoma
11	p	12	del(11)(p12)	 Meningioma
11	p	13	del(11)(p13)	 Acute myeloid leukemia, NOS
11	p	13	del(11)(p13)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	p	13	del(11)(p13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	13	del(11)(p13)	 Acute promyelocytic leukemia (FAB type M3)
11	p	13	del(11)(p13)	 Acute myelomonocytic leukemia (FAB type M4)
11	p	13	del(11)(p13)	 Acute monoblastic leukemia (FAB type M5)
11	p	13	del(11)(p13)	 Chronic myeloid leukemia, t(9;22)
11	p	13	del(11)(p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	13	del(11)(p13)	 Multiple myeloma
11	p	13	del(11)(p13)	 Chronic lymphocytic leukemia
11	p	13	del(11)(p13)	 Follicular lymphoma
11	p	13	del(11)(p13)	 Diffuse large B-cell lymphoma
11	p	13	del(11)(p13)	 Anaplastic large cell lymphoma, systemic type
11	p	13	del(11)(p13)	 Adenocarcinoma
11	p	13	del(11)(p13)	 Adenocarcinoma
11	p	13	del(11)(p13)	 Adenocarcinoma
11	p	13	del(11)(p13)	 Adenocarcinoma
11	p	13	del(11)(p13)	 Squamous cell carcinoma
11	p	13	del(11)(p13)	 Transitional cell carcinoma
11	p	13	del(11)(p13)	 Wilms tumor
11	p	13	del(11)(p13)	 Astrocytoma, grade III-IV/Glioblastoma
11	p	13	del(11)(p13)	 Neuroblastoma
11	p	13	del(11)(p13)	 Myxofibrosarcoma
11	p	13	del(11)(p13)	 Meningioma
11	p	13	del(11)(p13p11)	 Acute myeloid leukemia, NOS
11	p	11	del(11)(p13p11)	 Acute myeloid leukemia, NOS
11	p	13	del(11)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	11	del(11)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	13	del(11)(p13p11)	 Multiple myeloma
11	p	11	del(11)(p13p11)	 Multiple myeloma
11	p	13	del(11)(p13p11)	 Adenocarcinoma
11	p	11	del(11)(p13p11)	 Adenocarcinoma
11	p	13	del(11)(p13p11)	 Wilms tumor
11	p	11	del(11)(p13p11)	 Wilms tumor
11	p	13	del(11)(p13p12)	 Wilms tumor
11	p	12	del(11)(p13p12)	 Wilms tumor
11	p	14	del(11)(p14)	 Acute myeloid leukemia, NOS
11	p	14	del(11)(p14)	 Acute promyelocytic leukemia (FAB type M3)
11	p	14	del(11)(p14)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	14	del(11)(p14)	 Adenocarcinoma
11	p	14	del(11)(p14p11)	 Acute myeloid leukemia, NOS
11	p	11	del(11)(p14p11)	 Acute myeloid leukemia, NOS
11	p	14	del(11)(p14p11)	 Wilms tumor
11	p	11	del(11)(p14p11)	 Wilms tumor
11	p	14	del(11)(p14p12)	 Acute myelomonocytic leukemia (FAB type M4)
11	p	12	del(11)(p14p12)	 Acute myelomonocytic leukemia (FAB type M4)
11	p	14	del(11)(p14p12)	 Wilms tumor
11	p	12	del(11)(p14p12)	 Wilms tumor
11	p	14	del(11)(p14p13)	 Wilms tumor
11	p	13	del(11)(p14p13)	 Wilms tumor
11	p	15	del(11)(p15)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	p	15	del(11)(p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	15	del(11)(p15)	 Multiple myeloma
11	p	15	del(11)(p15)	 Astrocytoma, grade III-IV/Glioblastoma
11	p	15	del(11)(p15)	 Osteosarcoma, NOS
11	p	15	del(11)(p15p11)	 Acute myeloid leukemia, NOS
11	p	11	del(11)(p15p11)	 Acute myeloid leukemia, NOS
11	p	15	del(11)(p15p11)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	11	del(11)(p15p11)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	15	del(11)(p15p11)	 Multiple myeloma
11	p	11	del(11)(p15p11)	 Multiple myeloma
11	p	15	del(11)(p15p12)	 Acute myeloid leukemia, NOS
11	p	12	del(11)(p15p12)	 Acute myeloid leukemia, NOS
11	p	15	del(11)(p15p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	12	del(11)(p15p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	15	del(11)(p15p13)	 Diffuse large B-cell lymphoma
11	p	13	del(11)(p15p13)	 Diffuse large B-cell lymphoma
11	p	15	del(11)(p15p15)	 Myelodysplastic syndrome, NOS
11	p	15	del(11)(p15p15)	 Myelodysplastic syndrome, NOS
11	q	11	del(11)(q11)	 Acute myeloid leukemia, NOS
11	q	11	del(11)(q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	11	del(11)(q11)	 Multiple myeloma
11	q	11	del(11)(q11)	 Chronic lymphocytic leukemia
11	q	11	del(11)(q11)	 Leiomyosarcoma
11	q	11	del(11)(q11q23)	 Chronic lymphocytic leukemia
11	q	23	del(11)(q11q23)	 Chronic lymphocytic leukemia
11	q	11	del(11)(q11q25)	 Acute myeloid leukemia, NOS
11	q	25	del(11)(q11q25)	 Acute myeloid leukemia, NOS
11	q	12	del(11)(q12)	 Chronic myeloid leukemia, t(9;22)
11	q	12	del(11)(q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	12	del(11)(q12)	 Multiple myeloma
11	q	12	del(11)(q12)	 Burkitt lymphoma/leukemia
11	q	12	del(11)(q12q14)	 Adenocarcinoma
11	q	14	del(11)(q12q14)	 Adenocarcinoma
11	q	13	del(11)(q13)	 Acute myeloid leukemia, NOS
11	q	13	del(11)(q13)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	13	del(11)(q13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	13	del(11)(q13)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	13	del(11)(q13)	 Acute monoblastic leukemia (FAB type M5)
11	q	13	del(11)(q13)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	13	del(11)(q13)	 Chronic myeloid leukemia, aberrant translocation
11	q	13	del(11)(q13)	 Polycythemia vera
11	q	13	del(11)(q13)	 Refractory anemia with excess of blasts (FAB)
11	q	13	del(11)(q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	del(11)(q13)	 Multiple myeloma
11	q	13	del(11)(q13)	 Plasma cell leukemia
11	q	13	del(11)(q13)	 Mature B-cell neoplasm, NOS
11	q	13	del(11)(q13)	 Chronic lymphocytic leukemia
11	q	13	del(11)(q13)	 Mantle cell lymphoma
11	q	13	del(11)(q13)	 Follicular lymphoma
11	q	13	del(11)(q13)	 Diffuse large B-cell lymphoma
11	q	13	del(11)(q13)	 Burkitt lymphoma/leukemia
11	q	13	del(11)(q13)	 T-prolymphocytic leukemia
11	q	13	del(11)(q13)	 Peripheral T-cell lymphoma, unspecified
11	q	13	del(11)(q13)	 Adult T-cell lymphoma/leukemia (HTLV-)
11	q	13	del(11)(q13)	 Metaplastic carcinoma
11	q	13	del(11)(q13)	 Adenocarcinoma
11	q	13	del(11)(q13)	 Adenocarcinoma
11	q	13	del(11)(q13)	 Squamous cell carcinoma
11	q	13	del(11)(q13)	 Astrocytoma, grade III-IV/Glioblastoma
11	q	13	del(11)(q13)	 Leiomyoma
11	q	13	del(11)(q13)	 Mesothelioma
11	q	13	del(11)(q13q13)	 Adenoma
11	q	13	del(11)(q13q13)	 Adenoma
11	q	13	del(11)(q13q13)	 Hibernoma
11	q	13	del(11)(q13q13)	 Hibernoma
11	q	13	del(11)(q13q21)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	21	del(11)(q13q21)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	13	del(11)(q13q21)	 Idiopathic myelofibrosis
11	q	21	del(11)(q13q21)	 Idiopathic myelofibrosis
11	q	13	del(11)(q13q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	21	del(11)(q13q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	del(11)(q13q21)	 Multiple myeloma
11	q	21	del(11)(q13q21)	 Multiple myeloma
11	q	13	del(11)(q13q21)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q13q21)	 Chronic lymphocytic leukemia
11	q	13	del(11)(q13q21)	 Diffuse large B-cell lymphoma
11	q	21	del(11)(q13q21)	 Diffuse large B-cell lymphoma
11	q	13	del(11)(q13q21)	 Synovial sarcoma
11	q	21	del(11)(q13q21)	 Synovial sarcoma
11	q	13	del(11)(q13q21)ordel(11)(q21q23)	 Hairy cell leukemia
11	q	21	del(11)(q13q21)ordel(11)(q21q23)	 Hairy cell leukemia
11	q	21	del(11)(q13q21)ordel(11)(q21q23)	 Hairy cell leukemia
11	q	23	del(11)(q13q21)ordel(11)(q21q23)	 Hairy cell leukemia
11	q	13	del(11)(q13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	22	del(11)(q13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	13	del(11)(q13q22)	 Myelodysplastic syndrome, NOS
11	q	22	del(11)(q13q22)	 Myelodysplastic syndrome, NOS
11	q	13	del(11)(q13q22)	 Chronic lymphocytic leukemia
11	q	22	del(11)(q13q22)	 Chronic lymphocytic leukemia
11	q	13	del(11)(q13q23)	 Acute myeloid leukemia, NOS
11	q	23	del(11)(q13q23)	 Acute myeloid leukemia, NOS
11	q	13	del(11)(q13q23)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	q	23	del(11)(q13q23)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	q	13	del(11)(q13q23)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	23	del(11)(q13q23)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	13	del(11)(q13q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	23	del(11)(q13q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	13	del(11)(q13q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	23	del(11)(q13q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	13	del(11)(q13q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	23	del(11)(q13q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	13	del(11)(q13q23)	 Myelodysplastic syndrome, NOS
11	q	23	del(11)(q13q23)	 Myelodysplastic syndrome, NOS
11	q	13	del(11)(q13q23)	 Refractory anemia
11	q	23	del(11)(q13q23)	 Refractory anemia
11	q	13	del(11)(q13q23)	 Refractory anemia with excess of blasts (FAB)
11	q	23	del(11)(q13q23)	 Refractory anemia with excess of blasts (FAB)
11	q	13	del(11)(q13q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	del(11)(q13q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	del(11)(q13q23)	 Mature B-cell neoplasm, NOS
11	q	23	del(11)(q13q23)	 Mature B-cell neoplasm, NOS
11	q	13	del(11)(q13q23)	 Chronic lymphocytic leukemia
11	q	23	del(11)(q13q23)	 Chronic lymphocytic leukemia
11	q	13	del(11)(q13q23)	 Splenic marginal zone B-cell lymphoma
11	q	23	del(11)(q13q23)	 Splenic marginal zone B-cell lymphoma
11	q	13	del(11)(q13q23)	 Diffuse large B-cell lymphoma
11	q	23	del(11)(q13q23)	 Diffuse large B-cell lymphoma
11	q	13	del(11)(q13q24)	 Refractory anemia with ringed sideroblasts
11	q	24	del(11)(q13q24)	 Refractory anemia with ringed sideroblasts
11	q	13	del(11)(q13q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	24	del(11)(q13q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	del(11)(q13q24)	 Chronic lymphocytic leukemia
11	q	24	del(11)(q13q24)	 Chronic lymphocytic leukemia
11	q	13	del(11)(q13q25)	 Acute myeloid leukemia, NOS
11	q	25	del(11)(q13q25)	 Acute myeloid leukemia, NOS
11	q	13	del(11)(q13q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	25	del(11)(q13q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	14	del(11)(q14)	 Bilineage or biphenotypic leukemia
11	q	14	del(11)(q14)	 Acute myeloid leukemia, NOS
11	q	14	del(11)(q14)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	14	del(11)(q14)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	14	del(11)(q14)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	14	del(11)(q14)	 Acute monoblastic leukemia (FAB type M5)
11	q	14	del(11)(q14)	 Polycythemia vera
11	q	14	del(11)(q14)	 Idiopathic myelofibrosis
11	q	14	del(11)(q14)	 Myelodysplastic syndrome, NOS
11	q	14	del(11)(q14)	 Refractory anemia
11	q	14	del(11)(q14)	 Refractory anemia with ringed sideroblasts
11	q	14	del(11)(q14)	 Refractory anemia with excess of blasts (FAB)
11	q	14	del(11)(q14)	 Refractory anemia with excess blasts-1
11	q	14	del(11)(q14)	 Refractory anemia with excess blasts-2
11	q	14	del(11)(q14)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	14	del(11)(q14)	 Multiple myeloma
11	q	14	del(11)(q14)	 Chronic lymphocytic leukemia
11	q	14	del(11)(q14)	 Diffuse large B-cell lymphoma
11	q	14	del(11)(q14)	 Burkitt lymphoma/leukemia
11	q	14	del(11)(q14)	 T-prolymphocytic leukemia
11	q	14	del(11)(q14)	 Adenocarcinoma
11	q	14	del(11)(q14)	 Adenocarcinoma
11	q	14	del(11)(q14)	 Adenocarcinoma
11	q	14	del(11)(q14)	 Wilms tumor
11	q	14	del(11)(q14)	 Leiomyosarcoma
11	q	14	del(11)(q14)	 Meningioma
11	q	14	del(11)(q14q23)	 Acute myeloid leukemia, NOS
11	q	23	del(11)(q14q23)	 Acute myeloid leukemia, NOS
11	q	14	del(11)(q14q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	23	del(11)(q14q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	14	del(11)(q14q23)	 Myelodysplastic syndrome, NOS
11	q	23	del(11)(q14q23)	 Myelodysplastic syndrome, NOS
11	q	14	del(11)(q14q23)	 Refractory anemia
11	q	23	del(11)(q14q23)	 Refractory anemia
11	q	14	del(11)(q14q23)	 Refractory anemia with ringed sideroblasts
11	q	23	del(11)(q14q23)	 Refractory anemia with ringed sideroblasts
11	q	14	del(11)(q14q23)	 Refractory anemia with excess blasts-2
11	q	23	del(11)(q14q23)	 Refractory anemia with excess blasts-2
11	q	14	del(11)(q14q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	del(11)(q14q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	14	del(11)(q14q23)	 Mature B-cell neoplasm, NOS
11	q	23	del(11)(q14q23)	 Mature B-cell neoplasm, NOS
11	q	14	del(11)(q14q23)	 Chronic lymphocytic leukemia
11	q	23	del(11)(q14q23)	 Chronic lymphocytic leukemia
11	q	14	del(11)(q14q23)	 T-prolymphocytic leukemia
11	q	23	del(11)(q14q23)	 T-prolymphocytic leukemia
11	q	14	del(11)(q14q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	24	del(11)(q14q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	14	del(11)(q14q24)	 Chronic lymphocytic leukemia
11	q	24	del(11)(q14q24)	 Chronic lymphocytic leukemia
11	q	14	del(11)(q14q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	25	del(11)(q14q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	14	del(11)(q14q25)	 Chronic lymphocytic leukemia
11	q	25	del(11)(q14q25)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q21)	 Bilineage or biphenotypic leukemia
11	q	21	del(11)(q21)	 Acute myeloid leukemia, NOS
11	q	21	del(11)(q21)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	q	21	del(11)(q21)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	21	del(11)(q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	21	del(11)(q21)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	21	del(11)(q21)	 Acute monoblastic leukemia (FAB type M5)
11	q	21	del(11)(q21)	 Acute erythroleukemia (FAB type M6)
11	q	21	del(11)(q21)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	21	del(11)(q21)	 Chronic myeloid leukemia, t(9;22)
11	q	21	del(11)(q21)	 Polycythemia vera
11	q	21	del(11)(q21)	 Myelodysplastic syndrome, NOS
11	q	21	del(11)(q21)	 Refractory anemia with ringed sideroblasts
11	q	21	del(11)(q21)	 Refractory anemia with excess of blasts (FAB)
11	q	21	del(11)(q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	21	del(11)(q21)	 Multiple myeloma
11	q	21	del(11)(q21)	 Mature B-cell neoplasm, NOS
11	q	21	del(11)(q21)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q21)	 Splenic marginal zone B-cell lymphoma
11	q	21	del(11)(q21)	 Diffuse large B-cell lymphoma
11	q	21	del(11)(q21)	 T-prolymphocytic leukemia
11	q	21	del(11)(q21)	 Mycosis fungoides/Sézary syndrome
11	q	21	del(11)(q21)	 Adenocarcinoma
11	q	21	del(11)(q21)	 Astrocytoma, grade III-IV/Glioblastoma
11	q	21	del(11)(q21)	 Leiomyosarcoma
11	q	21	del(11)(q21)	 Synovial sarcoma
11	q	21	del(11)(q21)	 Ewing sarcoma
11	q	21	del(11)(q21)	 Mesothelioma
11	q	21	del(11)(q21q22)	 Chronic lymphocytic leukemia
11	q	22	del(11)(q21q22)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q21q22)	 Astrocytoma, grade III-IV/Glioblastoma
11	q	22	del(11)(q21q22)	 Astrocytoma, grade III-IV/Glioblastoma
11	q	21	del(11)(q21q23)	 Acute myeloid leukemia, NOS
11	q	23	del(11)(q21q23)	 Acute myeloid leukemia, NOS
11	q	21	del(11)(q21q23)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	q	23	del(11)(q21q23)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
11	q	21	del(11)(q21q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	23	del(11)(q21q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	21	del(11)(q21q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	23	del(11)(q21q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	21	del(11)(q21q23)	 Myelodysplastic syndrome, NOS
11	q	23	del(11)(q21q23)	 Myelodysplastic syndrome, NOS
11	q	21	del(11)(q21q23)	 Refractory anemia
11	q	23	del(11)(q21q23)	 Refractory anemia
11	q	21	del(11)(q21q23)	 Refractory anemia with excess of blasts (FAB)
11	q	23	del(11)(q21q23)	 Refractory anemia with excess of blasts (FAB)
11	q	21	del(11)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	del(11)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	21	del(11)(q21q23)	 Multiple myeloma
11	q	23	del(11)(q21q23)	 Multiple myeloma
11	q	21	del(11)(q21q23)	 Mature B-cell neoplasm, NOS
11	q	23	del(11)(q21q23)	 Mature B-cell neoplasm, NOS
11	q	21	del(11)(q21q23)	 Chronic lymphocytic leukemia
11	q	23	del(11)(q21q23)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q21q23)	 Mantle cell lymphoma
11	q	23	del(11)(q21q23)	 Mantle cell lymphoma
11	q	21	del(11)(q21q23)	 Follicular lymphoma
11	q	23	del(11)(q21q23)	 Follicular lymphoma
11	q	21	del(11)(q21q23)	 Diffuse large B-cell lymphoma
11	q	23	del(11)(q21q23)	 Diffuse large B-cell lymphoma
11	q	21	del(11)(q21q23)	 Anaplastic large cell lymphoma, systemic type
11	q	23	del(11)(q21q23)	 Anaplastic large cell lymphoma, systemic type
11	q	21	del(11)(q21q23)	 Wilms tumor
11	q	23	del(11)(q21q23)	 Wilms tumor
11	q	21	del(11)(q21q24)	 Acute myeloid leukemia, NOS
11	q	24	del(11)(q21q24)	 Acute myeloid leukemia, NOS
11	q	21	del(11)(q21q24)	 Chronic lymphocytic leukemia
11	q	24	del(11)(q21q24)	 Chronic lymphocytic leukemia
11	q	21	del(11)(q21q25)	 Acute myeloid leukemia, NOS
11	q	25	del(11)(q21q25)	 Acute myeloid leukemia, NOS
11	q	21	del(11)(q21q25)	 Chronic lymphocytic leukemia
11	q	25	del(11)(q21q25)	 Chronic lymphocytic leukemia
11	q	22	del(11)(q22)	 Acute myeloid leukemia, NOS
11	q	22	del(11)(q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	22	del(11)(q22)	 Acute monoblastic leukemia (FAB type M5)
11	q	22	del(11)(q22)	 Polycythemia vera
11	q	22	del(11)(q22)	 Refractory anemia with ringed sideroblasts
11	q	22	del(11)(q22)	 Refractory anemia with excess of blasts (FAB)
11	q	22	del(11)(q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	22	del(11)(q22)	 Multiple myeloma
11	q	22	del(11)(q22)	 Chronic lymphocytic leukemia
11	q	22	del(11)(q22)	 Lymphoplasmacytic lymphoma
11	q	22	del(11)(q22)	 Diffuse large B-cell lymphoma
11	q	22	del(11)(q22)	 Metaplastic carcinoma
11	q	22	del(11)(q22)	 Adenocarcinoma
11	q	22	del(11)(q22)	 Squamous cell carcinoma
11	q	22	del(11)(q22)	 Primitive neuroectodermal tumor/Medulloblastoma
11	q	22	del(11)(q22)	 Leiomyosarcoma
11	q	22	del(11)(q22)	 Undifferentiated pleomorphic sarcoma
11	q	22	del(11)(q22q23)	 Acute myeloid leukemia, NOS
11	q	23	del(11)(q22q23)	 Acute myeloid leukemia, NOS
11	q	22	del(11)(q22q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	del(11)(q22q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	22	del(11)(q22q23)	 Multiple myeloma
11	q	23	del(11)(q22q23)	 Multiple myeloma
11	q	22	del(11)(q22q23)	 Mature B-cell neoplasm, NOS
11	q	23	del(11)(q22q23)	 Mature B-cell neoplasm, NOS
11	q	22	del(11)(q22q23)	 Chronic lymphocytic leukemia
11	q	23	del(11)(q22q23)	 Chronic lymphocytic leukemia
11	q	22	del(11)(q22q23)	 T-prolymphocytic leukemia
11	q	23	del(11)(q22q23)	 T-prolymphocytic leukemia
11	q	22	del(11)(q22q24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	24	del(11)(q22q24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	22	del(11)(q22q24)	 Acute monoblastic leukemia (FAB type M5)
11	q	24	del(11)(q22q24)	 Acute monoblastic leukemia (FAB type M5)
11	q	22	del(11)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	24	del(11)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	22	del(11)(q22q24)	 Chronic lymphocytic leukemia
11	q	24	del(11)(q22q24)	 Chronic lymphocytic leukemia
